reg_no,name,grade,score,entries,racing_now,starts,dq,form_emoji,form_avg,retired
010900,三浦 靖,A2,77.25,岸和田@08/27-08/29;豊橋@09/11-09/13;熊本@09/24-09/26,,8,0,🥺,5.6,
011142,小林 宏年,A3,67.61,弥彦@09/07-09/09;岸和田@09/14-09/16,,18,0,,5.4,
011198,大竹 慎吾,A3,65.41,久留米@09/05-09/07;いわき平@09/15-09/17;川崎@09/24-09/26,宇都,12,0,🥺,6.2,
011288,中澤 孝之,A3,66.42,四日市@08/29-08/31;豊橋@09/11-09/13;松山@09/19-09/21,,7,0,,5.2,
011328,川添 輝彦,A3,,武雄@09/09-09/11;小松島@09/17-09/19;別府@09/24-09/26,,0,0,,,
011341,黒崎 直行,A3,70.00,いわき平@08/30-09/01;武雄@09/09-09/11;川崎@09/17-09/19,,12,0,,4.0,
011346,野崎 修一,A3,66.50,松阪@09/05-09/07;小松島@09/17-09/19,熊本,12,0,,5.0,
011364,遠澤 健二,A3,66.66,伊東@09/02-09/04;豊橋@09/11-09/13;大宮@09/21-09/23,,12,0,,5.4,
011367,石川 一浩,A3,68.50,伊東@08/27-08/29;弥彦@09/07-09/09;川崎@09/17-09/19,,12,0,,4.0,
011372,黒瀬 浩一,A2,76.00,立川@09/03-09/05;川崎@09/17-09/19,,15,0,🥺,6.2,
011382,清水 広幸,A3,62.50,弥彦@09/02-09/04;豊橋@09/11-09/13;広島@09/20-09/22,,16,0,🥺,6.8,
011417,小川 巧,A3,74.66,松山@09/12-09/14;奈良@09/24-09/26,宇都,3,0,,,
011427,川口 秀人,A3,67.17,いわき平@09/15-09/17;奈良@09/24-09/26,青森,17,0,,5.2,
011431,梶應 弘樹,A3,62.62,大垣@09/13-09/15;広島@09/20-09/22,青森,16,0,🥺,6.2,
011451,重 一徳,A3,66.93,いわき平@08/30-09/01;武雄@09/09-09/11;奈良@09/24-09/26,,15,0,,4.0,
011454,杉浦 康一,A2,79.73,西武園@08/31-09/02;防府@09/15-09/17,,15,0,,4.4,
011477,川口 満宏,A1,90.66,松戸@09/01-09/03;いわき平@09/15-09/17,高知,12,0,,3.8,
011487,宮倉 勇,A2,82.83,西武園@08/31-09/02;川崎@09/17-09/19,,18,0,,4.4,
011574,坂本 英一,A3,75.92,静岡@08/30-09/01;富山@09/10-09/12;小松島@09/17-09/19,,13,1,,3.0,
011599,和泉田 喜一,A3,,弥彦@09/07-09/09;小松島@09/17-09/19,,0,0,,,
011619,疋田 敏,A2,85.66,四日市@08/29-08/31;松阪@09/05-09/07;別府@09/24-09/26,,12,0,,4.2,
011622,杉山 正和,A3,70.50,松阪@09/05-09/07;武雄@09/16-09/18,,12,0,,4.6,
011634,中澤 央治,A2,82.66,岐阜@08/30-09/01;別府@09/16-09/18;伊東@09/23-09/25,,6,0,,4.4,
011665,倉岡 慎太郎,A3,66.13,いわき平@08/30-09/01;武雄@09/16-09/18;奈良@09/24-09/26,,15,0,,5.0,
011712,金田 健一郎,A3,70.00,武雄@09/09-09/11;大宮@09/21-09/23,,15,0,,4.0,
011713,古原 勝己,A2,,,,0,0,,,
011715,黒木 誠一,A3,69.33,静岡@08/30-09/01;大垣@09/13-09/15;大宮@09/21-09/23,,9,0,,4.0,
011734,濱口 健二,A2,,,,0,0,,,
011790,廣川 貞治,A3,67.91,伊東@09/02-09/04;岸和田@09/14-09/16;奈良@09/24-09/26,青森,12,0,,4.6,
011792,木下 章,A3,67.13,四日市@08/29-08/31;富山@09/10-09/12;川崎@09/17-09/19,,15,0,,4.8,
011800,三住 博昭,A2,79.28,奈良@08/26-08/28;豊橋@09/04-09/06;佐世保@09/12-09/14;いわき平@09/27-09/29,,13,0,,4.8,
011803,植田 誠,A3,68.25,弥彦@09/02-09/04;いわき平@09/15-09/17;大垣@09/22-09/24,青森,12,0,🥺,5.6,
011817,有賀 高士,A2,78.41,川崎@08/30-09/01;岐阜@09/13-09/15;立川@09/22-09/24,,12,0,,5.0,
011821,中川 博文,A3,68.25,西武園@09/06-09/08;大垣@09/13-09/15,,12,0,,3.6,
011840,安田 光義,A2,,,,0,0,,,
011854,紫原 政文,A1,86.00,松山@08/31-09/02;立川@09/22-09/24,防府,9,0,,3.8,
011907,島野 浩司,A1,87.11,玉野@08/26-08/28;松阪@09/05-09/07;立川@09/22-09/24,,6,0,,3.6,
011935,高嶋 一朗,A3,70.77,武雄@09/09-09/11;小松島@09/17-09/19,,18,0,,3.4,
011990,茂木 和臣,A3,69.20,富山@09/10-09/12;平塚@09/28-09/30,,15,1,,3.4,
011993,深井 高志,A3,70.41,武雄@09/16-09/18;川崎@09/24-09/26,,12,0,,4.6,
011994,藤光 健一,A3,66.16,弥彦@09/02-09/04;小松島@09/17-09/19,,6,0,🥺,5.8,
012005,藤田 和彦,A3,69.46,大垣@09/13-09/15;弥彦@09/24-09/26,和歌,15,0,,4.2,
012042,山原 利秀,A2,80.58,川崎@08/30-09/01;久留米@09/17-09/19;熊本@09/24-09/26,,12,0,,4.8,
012092,高木 隆弘,A3,72.14,四日市@08/29-08/31;松阪@09/05-09/07;奈良@09/24-09/26,,7,0,,4.0,
012097,斯波 雅貴,A2,81.50,立川@09/16-09/18;いわき平@09/27-09/29,,18,0,,5.4,
012112,冨岡 健一,A2,81.66,和歌山@08/30-09/01;岸和田@09/14-09/16;玉野@09/27-09/29,,12,0,,4.8,
012128,山根 泰道,A2,81.50,富山@09/03-09/05;防府@09/15-09/17,,12,0,,4.6,
012130,石田 洋秀,A1,79.22,立川@09/03-09/05;高知@09/20-09/22;防府@09/29-10/01,,9,0,,5.0,
012132,甲斐下 智,A2,78.00,川崎@09/10-09/12;佐世保@09/20-09/22,高知,15,0,,5.0,
012157,竹野 行登,A3,68.31,いわき平@08/30-09/01;松山@09/12-09/14;広島@09/20-09/22,,16,1,,3.8,
012164,堀 政美,A2,81.47,立川@09/03-09/05;伊東@09/23-09/25,,17,0,,4.2,
012193,井手 尚治,A2,81.91,西武園@09/06-09/08,高知,12,0,,4.2,
012197,奥山 雅士,A3,66.25,弥彦@09/02-09/04;立川@09/16-09/18,,4,0,,,
012202,望月 裕一郎,,,,,12,0,,,
012206,白井 一機,A3,67.50,松戸@09/01-09/03;広島@09/20-09/22,,12,0,,5.4,
012208,鰐渕 正利,A3,74.16,四日市@08/29-08/31;松阪@09/05-09/07;大垣@09/22-09/24,,12,0,,3.4,
012216,武田 哲二,A2,79.76,西武園@08/31-09/02;前橋@09/11-09/13;立川@09/22-09/24,和歌,13,0,,5.2,
012234,室井 竜二,A1,88.50,豊橋@09/04-09/06;岐阜@09/13-09/15;小松島@09/23-09/25,,8,0,,4.0,
012242,穴井 利久,A2,77.13,玉野@09/08-09/10;立川@09/22-09/24,,12,0,🥺,6.2,
012248,中井 大介,A3,76.16,久留米@09/05-09/07;武雄@09/16-09/18;別府@09/24-09/26,熊本,12,0,,3.0,
012261,岡部 芳幸,A1,85.60,岸和田@08/27-08/29;青森@09/14-09/16;立川@09/22-09/24,,10,0,,3.8,
012277,井上 典善,A3,64.00,伊東@09/02-09/04;川崎@09/17-09/19;奈良@09/24-09/26,和歌,12,0,🥺,5.8,
012283,富永 益生,A1,85.66,防府@09/15-09/17;小松島@09/23-09/25,岐阜,3,0,,4.6,
012287,西川 弘資,A3,70.80,武雄@09/16-09/18;奈良@09/24-09/26,,15,0,,3.4,
012290,小西 芳樹,A3,64.44,富山@09/10-09/12;小松島@09/17-09/19,,9,0,🥺,5.6,
012298,星島 太,A2,78.91,小松島@08/27-08/29;高知@09/09-09/11;立川@09/22-09/24,,12,0,,5.2,
012299,増成 富夫,A3,68.36,弥彦@09/02-09/04;川崎@09/10-09/12;松山@09/19-09/21,松阪,11,0,,2.6,
012307,尾崎 勝弘,A3,71.50,武雄@09/16-09/18;別府@09/24-09/26,宇都,8,0,,3.8,
012319,高尾 剛文,A3,67.57,川崎@09/10-09/12;奈良@09/24-09/26,青森,14,0,,4.6,
012321,檀 雄二,A3,71.25,伊東@08/27-08/29;武雄@09/09-09/11;小松島@09/17-09/19,,12,0,,4.0,
012326,國武 耕二,A2,87.08,小倉@08/28-08/30;立川@09/22-09/24;防府@09/29-10/01,,12,0,,4.2,
012329,松尾 正人,A3,69.00,弥彦@09/02-09/04;松山@09/12-09/14;広島@09/20-09/22,宇都,6,0,,4.8,
012336,高谷 雅彦,A2,85.18,青森@09/14-09/16;武雄@09/27-09/29,高知,11,1,,2.6,
012340,金古 将人,A2,,,,0,0,,,
012348,飯田 威文,A3,70.28,松戸@09/01-09/03;弥彦@09/07-09/09;大垣@09/22-09/24,青森,14,0,,3.6,
012379,小林 健,A2,82.25,豊橋@09/04-09/06;松山@09/19-09/21;平塚@09/28-09/30,,16,0,,4.2,
012380,近藤 修康,A1,87.33,松山@08/31-09/02;立川@09/22-09/24,,9,0,,4.0,
012383,田村 光昭,A3,70.55,伊東@09/02-09/04;京王閣@09/08-09/10;別府@09/24-09/26,青森,9,0,,5.4,
012389,岡崎 昭次,A3,75.33,松山@09/12-09/14;弥彦@09/24-09/26,宇都,9,1,,2.8,
012402,時松 正,A3,75.33,静岡@08/30-09/01;京王閣@09/08-09/10;武雄@09/16-09/18,,3,0,,,
012406,濱田 昭一郎,A3,68.00,静岡@08/30-09/01;小松島@09/17-09/19;川崎@09/24-09/26,青森,17,0,,5.2,
012416,櫻井 紀幸,A3,71.50,松戸@09/01-09/03;川崎@09/24-09/26,,12,0,,4.0,
012417,須藤 直道,A1,82.58,小松島@08/27-08/29;前橋@09/11-09/13;熊本@09/24-09/26,,17,0,,3.4,
012421,小沼 良,A1,,大宮@09/13-09/15;広島@09/28-09/30,,0,0,,,
012431,會田 正一,A3,72.11,静岡@08/30-09/01;武雄@09/09-09/11;川崎@09/24-09/26,,9,0,,4.0,
012432,石井 孝,A3,71.86,西武園@08/31-09/02;富山@09/10-09/12;大宮@09/21-09/23,,15,0,,3.6,
012439,河合 康晴,A3,71.00,豊橋@09/11-09/13;大宮@09/21-09/23,,8,0,,3.6,
012452,伊藤 健詞,A2,86.50,岐阜@08/30-09/01;久留米@09/17-09/19;防府@09/29-10/01,和歌,10,1,,3.4,
012466,郡 英治,A2,81.00,松山@08/31-09/02;伊東@09/23-09/25,防府,15,0,,5.0,
012473,清水 邦章,A2,79.86,久留米@09/05-09/07;岐阜@09/13-09/15,,15,0,🥺,5.6,
012474,小川 圭二,A1,82.58,玉野@09/02-09/04;四日市@09/09-09/11,高知,12,0,,4.4,
012479,田中 弘章,A3,73.46,伊東@09/02-09/04;武雄@09/09-09/11;奈良@09/24-09/26,,15,0,,4.0,
012496,中村 淳,A3,,武雄@09/16-09/18;川崎@09/24-09/26,,0,0,,,
012501,金子 真也,A1,90.50,松阪@08/31-09/02;弥彦@09/07-09/09,和歌,6,0,,4.0,
012507,爲田 学,A3,69.86,久留米@09/05-09/07;松山@09/12-09/14;広島@09/20-09/22,,15,0,,4.0,
012509,岡嵜 浩一,A3,66.42,豊橋@09/11-09/13;平塚@09/28-09/30,熊本,7,0,,4.8,
012512,眞原 健一,A3,67.08,いわき平@08/30-09/01;富山@09/10-09/12;大宮@09/21-09/23,,12,0,,3.8,
012519,藤原 誠,A1,91.07,小倉@08/28-08/30;久留米@09/05-09/07;熊本@09/24-09/26,,14,1,,2.2,
012529,木本 賢二,A3,71.00,弥彦@09/02-09/04;松山@09/12-09/14;広島@09/20-09/22,宇都,15,0,,4.4,
012530,池上 孝之,A3,68.00,西武園@09/06-09/08;武雄@09/16-09/18,宇都,11,1,,4.4,
012532,西郷 剛,A2,80.66,立川@09/03-09/05;高知@09/20-09/22,松阪,15,0,,5.0,
012537,取鳥 敬一,A3,66.91,いわき平@08/30-09/01;武雄@09/09-09/11;川崎@09/24-09/26,,12,0,🥺,5.6,
012544,上田 学,A1,84.53,小松島@08/27-08/29;立川@09/22-09/24;防府@09/29-10/01,,12,0,,3.0,
012546,神開 将暢,A2,89.26,高知@09/09-09/11;岸和田@09/26-09/28,岐阜,15,0,,2.6,
012547,横瀬 聡,A3,68.00,伊東@08/27-08/29;松山@09/19-09/21;平塚@09/28-09/30,,12,0,,3.8,
012550,荒木 真慈,A3,70.60,弥彦@09/02-09/04;大垣@09/13-09/15;奈良@09/24-09/26,青森,15,0,,4.2,
012556,落合 豊,A3,,松戸@09/01-09/03;京王閣@09/08-09/10;大垣@09/22-09/24,,0,0,,,
012559,相良 勝美,A3,70.30,伊東@08/27-08/29;松阪@09/05-09/07;岸和田@09/14-09/16;大宮@09/21-09/23,,10,0,,5.0,
012586,佐藤 和典,A3,77.83,伊東@08/27-08/29;川崎@09/10-09/12;大垣@09/22-09/24,,12,0,🚀,1.4,
012590,山崎 敦雄,A1,88.40,和歌山@08/30-09/01;富山@09/10-09/12;立川@09/22-09/24,,15,0,,3.6,
012593,山田 圭二,A3,70.41,四日市@08/29-08/31;久留米@09/05-09/07;大垣@09/13-09/15;別府@09/24-09/26,和歌,12,0,,3.2,
012597,塚本 貴雄,A3,67.36,西武園@08/31-09/02;弥彦@09/24-09/26,熊本,11,0,,5.0,
012598,大庭 正紀,A1,85.26,松戸@09/01-09/03;別府@09/24-09/26,,15,0,,4.2,
012602,吉村 文隆,A2,78.44,久留米@09/05-09/07;別府@09/24-09/26,,9,0,,,
012603,大川 栄二,A2,81.16,和歌山@08/30-09/01;久留米@09/17-09/19;広島@09/28-09/30,,12,0,,2.8,
012618,武智 尚之,A3,66.75,伊東@09/02-09/04;大垣@09/13-09/15;弥彦@09/24-09/26,,12,0,,4.0,
012626,原 司,A3,67.23,弥彦@09/02-09/04;松山@09/19-09/21,松阪,13,0,,4.4,
012628,阪本 正和,A2,78.77,川崎@09/10-09/12;松山@09/19-09/21;玉野@09/27-09/29,高知,9,0,,5.4,
012634,大薗 宏,A3,74.26,伊東@08/27-08/29;西武園@09/06-09/08;弥彦@09/24-09/26,,15,0,,2.6,
012640,北村 貴幸,A2,83.00,岸和田@08/27-08/29;松阪@09/05-09/07;立川@09/16-09/18,,9,0,,4.6,
012646,大澤 裕之,A2,80.46,小松島@08/27-08/29;富山@09/03-09/05;大宮@09/13-09/15,,15,0,,4.6,
012649,山本 恵太郎,A3,75.60,いわき平@08/30-09/01;武雄@09/09-09/11;広島@09/20-09/22,,15,0,,2.2,
012656,柴田 健,A3,70.88,静岡@08/30-09/01;弥彦@09/07-09/09;岸和田@09/14-09/16;奈良@09/24-09/26,青森,9,0,,4.6,
012671,滝川 秀嗣,A3,67.15,伊東@08/27-08/29;豊橋@09/11-09/13;弥彦@09/24-09/26,,13,1,,4.2,
012677,花村 直人,A3,72.22,西武園@09/06-09/08;小松島@09/17-09/19,松阪,9,0,,4.0,
012678,舛井 幹雄,A1,84.41,西武園@09/06-09/08;弥彦@09/19-09/21,松阪,12,0,,4.8,
012679,坂上 忠克,A1,86.60,久留米@09/05-09/07;別府@09/16-09/18,,15,0,,3.6,
012681,辻 力,A2,78.40,豊橋@09/11-09/13;伊東@09/23-09/25,,15,0,,5.4,
012684,四宮 哲郎,A1,82.66,岐阜@08/30-09/01;防府@09/15-09/17;大垣@09/22-09/24,,12,0,,4.4,
012689,前田 拓也,A2,86.16,四日市@08/29-08/31;豊橋@09/11-09/13;佐世保@09/20-09/22,,6,1,,4.2,
012694,志村 達也,A3,67.46,いわき平@08/30-09/01;武雄@09/09-09/11;平塚@09/28-09/30,,15,0,,5.0,
012705,那須 久幸,A1,89.50,立川@09/03-09/05;佐世保@09/20-09/22,松阪,12,0,,5.0,
012708,野木 義規,A2,82.25,松戸@09/01-09/03;青森@09/14-09/16,,12,0,,4.4,
012710,大内 達也,A3,76.00,松阪@09/05-09/07;大宮@09/21-09/23,和歌,5,0,,3.0,
012717,伊藤 一貴,A2,80.20,和歌山@08/30-09/01;いわき平@09/15-09/17;岸和田@09/26-09/28,,15,0,,5.2,
012718,大橋 徹,A1,85.26,松山@08/31-09/02;高知@09/09-09/11;伊東@09/23-09/25,,15,0,,3.8,
012719,篠崎 高志,A2,77.66,西武園@08/31-09/02;前橋@09/11-09/13,,15,0,🥺,6.0,
012721,梅山 英樹,A1,87.11,岸和田@08/27-08/29;富山@09/10-09/12;いわき平@09/27-09/29,,9,0,,3.6,
012725,浦山 一栄,A3,71.07,松阪@09/05-09/07;岸和田@09/14-09/16;平塚@09/28-09/30,,14,0,,2.8,
012728,飯田 辰哉,A1,90.93,岸和田@08/27-08/29;松阪@09/05-09/07;大宮@09/13-09/15,,15,0,,4.0,
012738,渡邊 一洋,A2,83.41,岸和田@08/27-08/29;弥彦@09/07-09/09;立川@09/16-09/18,,12,0,,4.2,
012742,山田 雅之,A2,84.55,四日市@08/29-08/31;松阪@09/05-09/07;岸和田@09/14-09/16,,9,0,,3.8,
012747,布居 寛幸,A1,84.55,和歌山@08/30-09/01;四日市@09/09-09/11;立川@09/22-09/24,,9,0,,3.8,
012753,柳澤 達也,A3,70.14,弥彦@09/02-09/04;武雄@09/16-09/18,和歌,7,0,,4.6,
012754,小野 祐作,A3,67.11,伊東@08/27-08/29;武雄@09/16-09/18;弥彦@09/24-09/26,,9,0,,5.2,
012757,市本 隆司,A2,89.16,川崎@08/30-09/01;いわき平@09/07-09/09;別府@09/16-09/18;岸和田@09/26-09/28,,9,0,,4.4,
012759,金山 栄治,A1,91.16,松山@08/31-09/02;大垣@09/07-09/09;岸和田@09/26-09/28,,12,0,,4.6,
012760,櫻井 宏智,A2,86.80,防府@09/04-09/06;広島@09/28-09/30,,15,0,,3.6,
012763,内村 泰三,A2,86.58,小松島@08/27-08/29;玉野@09/08-09/10;熊本@09/24-09/26,,12,0,,3.0,
012766,立石 拓也,A1,84.73,松山@09/19-09/21;玉野@09/27-09/29,,15,0,,4.2,
012779,田川 辰二,A2,81.00,川崎@09/10-09/12;久留米@09/17-09/19,,12,1,,4.8,
012783,平澤 秀信,A3,70.00,いわき平@08/30-09/01;川崎@09/10-09/12;広島@09/20-09/22,,9,0,,4.2,
012785,小橋 明紀,A1,94.91,松戸@09/01-09/03;四日市@09/09-09/11,,12,0,🚀,2.0,
012794,宇賀神 浩幸,A2,81.80,伊東@09/07-09/09;川崎@09/17-09/19,,15,0,,3.2,
012795,黒田 充,A3,71.44,弥彦@09/02-09/04;立川@09/16-09/18,熊本,9,0,,4.2,
012800,豊田 一馬,A2,81.80,伊東@09/07-09/09;大垣@09/22-09/24,,15,0,,3.2,
012809,高峰 賢治,A2,86.80,西武園@09/06-09/08;平塚@09/28-09/30,,15,0,,2.8,
012811,江守 昇,A1,90.91,奈良@08/26-08/28;立川@09/03-09/05;川崎@09/17-09/19,,12,0,,3.4,
012819,齊藤 竜也,A1,91.77,松阪@09/05-09/07;弥彦@09/19-09/21,,9,0,,2.8,
012823,遠藤 勝行,A2,83.55,川崎@08/30-09/01;富山@09/10-09/12;伊東@09/23-09/25,,9,0,,3.8,
012826,渡邉 晴智,A1,93.00,青森@09/26-09/28,,1,0,,,
012827,光岡 義洋,A3,71.06,静岡@08/30-09/01;武雄@09/09-09/11;大垣@09/22-09/24,,15,0,,4.6,
012829,西浦 仙哉,A1,92.44,玉野@08/26-08/28;四日市@09/09-09/11;別府@09/16-09/18,,9,0,,4.2,
012832,仙石 淳,A3,71.25,武雄@09/09-09/11;松山@09/19-09/21,,12,0,,4.6,
012838,三木 健治,A2,81.13,防府@09/04-09/06;佐世保@09/20-09/22,,15,0,,4.0,
012844,米澤 大輔,A2,,久留米@09/05-09/07;弥彦@09/19-09/21,,0,0,,,
012845,林 成人,A2,79.66,松山@09/19-09/21;平塚@09/28-09/30,高知,12,0,,4.8,
012847,古閑 良介,A3,66.00,いわき平@08/30-09/01;大垣@09/13-09/15;広島@09/20-09/22,,9,1,,5.2,
012850,渡邉 満,A2,78.73,別府@09/16-09/18;伊東@09/23-09/25,,15,0,,5.2,
012858,亀井 宏佳,A3,67.73,弥彦@09/02-09/04;武雄@09/09-09/11;広島@09/20-09/22,,15,0,,5.2,
012861,小坂 敏之,A2,81.58,宇都宮@08/31-09/02;弥彦@09/07-09/09;青森@09/14-09/16,岐阜,12,0,,4.4,
012875,中曽 直彦,A2,79.66,岐阜@08/30-09/01;弥彦@09/07-09/09;青森@09/26-09/28,,6,0,,4.6,
012876,湯浅 弘光,A3,72.75,静岡@08/30-09/01;豊橋@09/11-09/13;広島@09/20-09/22,,12,0,,3.6,
012878,安藤 宜明,A3,74.00,松阪@09/05-09/07;川崎@09/17-09/19,熊本,12,0,,2.6,
012879,石井 毅,A2,82.73,富山@09/03-09/05;豊橋@09/11-09/13;いわき平@09/27-09/29,,15,0,,4.2,
012882,鈴木 愼二,A2,82.16,小松島@08/27-08/29;武雄@09/03-09/05;いわき平@09/15-09/17;広島@09/28-09/30,,12,0,,5.0,
012883,大沼 孝行,A3,68.16,伊東@09/02-09/04;大垣@09/13-09/15;大宮@09/21-09/23,,12,0,,4.4,
012885,田中 智也,A3,68.25,静岡@08/30-09/01;立川@09/16-09/18;川崎@09/24-09/26,宇都,12,0,,4.8,
012886,中井 達郎,A1,89.66,静岡@09/18-09/20;平塚@09/28-09/30,,9,0,,4.0,
012891,朝日 勇,A2,80.58,四日市@09/09-09/11;静岡@09/18-09/20;防府@09/29-10/01,松阪,12,0,,5.4,
012893,吉野 猛,A3,70.33,伊東@08/27-08/29;西武園@09/06-09/08;大垣@09/13-09/15;広島@09/20-09/22,,15,0,,4.8,
012895,小嶋 敬二,A1,93.75,立川@09/03-09/05;富山@09/10-09/12;広島@09/28-09/30,,12,0,,2.8,
012899,中井 護,A2,,,,0,0,,,
012906,太田 良政,A3,65.22,静岡@08/30-09/01;松山@09/19-09/21;平塚@09/28-09/30,,9,0,🥺,5.6,
012910,塩川 真一郎,A3,75.11,弥彦@09/02-09/04;いわき平@09/15-09/17,宇都,9,0,,2.8,
012913,増田 鉄男,A3,64.80,松山@09/19-09/21;平塚@09/28-09/30,熊本,5,0,🥺,5.6,
012914,武市 和人,A2,76.33,玉野@08/26-08/28;防府@09/04-09/06;大宮@09/13-09/15,,15,0,🥺,5.8,
012920,山崎 岳志,A2,86.33,四日市@09/09-09/11;久留米@09/17-09/19,,12,0,,4.2,
012924,太田黒 大心,A2,88.44,松山@09/19-09/21;防府@09/29-10/01,,9,0,,2.6,
012930,浦崎 貴史,A3,68.22,いわき平@08/30-09/01;大垣@09/13-09/15;大宮@09/21-09/23,,9,0,,4.6,
012934,煤賀 隆幸,A3,66.16,立川@09/16-09/18;平塚@09/28-09/30,宇都,6,1,,,
012937,十文字 菊雄,A1,83.33,高知@09/09-09/11;静岡@09/18-09/20,,15,0,,3.6,
012938,鈴木 規純,A3,71.25,静岡@08/30-09/01;西武園@09/06-09/08;大垣@09/22-09/24,,12,0,,3.6,
012940,小室 貴広,A2,81.68,岐阜@08/30-09/01;いわき平@09/07-09/09;岸和田@09/14-09/16,,16,0,,5.2,
012944,渡邊 恭典,,,,,3,0,,4.8,
012946,亀井 雅斗,A3,71.28,川崎@09/10-09/12;小松島@09/17-09/19;弥彦@09/24-09/26,,7,0,,3.4,
012953,矢内 良和,A2,82.46,松阪@08/31-09/02;富山@09/10-09/12;いわき平@09/27-09/29,,15,0,,3.8,
012955,太田 真一,A2,79.66,西武園@08/31-09/02;大垣@09/07-09/09,,15,0,,5.0,
012956,鈴木 孝征,A2,80.25,立川@09/16-09/18;小松島@09/23-09/25,高知,8,0,🥺,6.0,
012957,宮澤 晃,A2,82.13,西武園@08/31-09/02;川崎@09/10-09/12,,15,0,,4.8,
012960,水書 義弘,A2,85.26,松山@08/31-09/02;京王閣@09/08-09/10,,15,0,,3.2,
012963,荻野 哲,A2,85.60,豊橋@09/11-09/13;弥彦@09/19-09/21,,15,0,,5.0,
012965,成田 健児,A1,,川崎@09/17-09/19;武雄@09/27-09/29,,0,0,,,
012966,石川 英昭,A3,71.33,いわき平@08/30-09/01;武雄@09/16-09/18;弥彦@09/24-09/26,,12,0,,4.4,
012970,山内 大作,A3,64.52,いわき平@08/30-09/01;京王閣@09/08-09/10;大宮@09/21-09/23,,19,0,,5.2,
012971,小川 将人,A2,82.33,玉野@08/26-08/28;防府@09/04-09/06;大垣@09/22-09/24,,15,0,,4.4,
012972,金子 貴志,A1,89.33,岸和田@08/27-08/29;防府@09/04-09/06;大垣@09/22-09/24,,12,0,,3.6,
012976,中井 修,A3,69.33,大垣@09/13-09/15;弥彦@09/24-09/26,松阪,6,0,,3.8,
012981,片山 弘城,A1,90.00,高知@09/20-09/22;武雄@09/27-09/29,,11,0,,2.6,
012982,上原 直樹,A3,67.58,大垣@09/13-09/15;広島@09/20-09/22,,12,0,,4.6,
012986,近藤 直幹,A3,65.23,いわき平@08/30-09/01;川崎@09/10-09/12;広島@09/20-09/22,,17,0,🥺,5.8,
012989,森岡 正臣,A1,83.66,高知@09/20-09/22;玉野@09/27-09/29,,15,0,,3.6,
012992,吉良 勝信,A2,79.54,玉野@09/08-09/10;弥彦@09/19-09/21,松阪,11,0,🥺,5.8,
012997,後田 康成,A3,67.66,静岡@08/30-09/01;武雄@09/09-09/11;小松島@09/17-09/19,,12,0,,4.8,
013005,小笠原 昭太,A1,86.40,青森@09/14-09/16;大垣@09/22-09/24,,12,0,,4.2,
013006,佐々木 健司,A2,81.15,小倉@08/28-08/30;豊橋@09/04-09/06;青森@09/21-09/23,,13,0,,4.8,
013013,武田 靖夫,A3,,西武園@09/06-09/08;川崎@09/17-09/19;弥彦@09/24-09/26,青森,0,0,,,
013014,江連 和洋,A1,86.66,和歌山@08/30-09/01;弥彦@09/07-09/09;広島@09/28-09/30,,12,0,,4.6,
013023,吉田 英二,A3,69.45,松阪@09/05-09/07;いわき平@09/15-09/17;大垣@09/22-09/24,,20,0,,4.0,
013027,戸ノ下 太郎,A3,69.83,四日市@08/29-08/31;松阪@09/05-09/07;武雄@09/16-09/18,,12,0,,4.4,
013029,藤田 晃英,A3,66.00,京王閣@09/08-09/10;小松島@09/17-09/19,青森,15,0,,5.4,
013030,梶山 大輔,A3,67.28,伊東@08/27-08/29;大垣@09/13-09/15;川崎@09/24-09/26,,7,0,,5.2,
013036,深澤 伸介,A2,79.83,奈良@08/26-08/28;松阪@09/05-09/07;青森@09/26-09/28,,12,0,🥺,5.6,
013037,町田 勝志,A3,66.36,四日市@08/29-08/31;松阪@09/05-09/07;松山@09/12-09/14,,11,0,🥺,5.6,
013039,松山 正和,A2,77.41,小松島@08/27-08/29;弥彦@09/07-09/09;岸和田@09/14-09/16,,12,0,🥺,6.0,
013040,服部 竜二,A3,62.75,武雄@09/16-09/18;別府@09/24-09/26,,4,0,,,
013041,三浦 稔希,A1,83.72,松山@08/31-09/02;いわき平@09/07-09/09,,11,0,,4.6,
013042,渡邊 健,A1,89.00,岐阜@08/30-09/01;西武園@09/06-09/08;伊東@09/23-09/25,,12,0,,2.6,
013047,田中 俊充,A1,87.00,岸和田@08/27-08/29;立川@09/03-09/05;富山@09/10-09/12,,9,0,,3.6,
013049,南 大輔,A3,72.33,伊東@08/27-08/29;豊橋@09/11-09/13;大宮@09/21-09/23,,12,0,,4.0,
013054,石丸 寛之,A1,89.73,川崎@09/10-09/12;別府@09/24-09/26,,15,0,,3.6,
013056,山本 貴章,A2,81.06,立川@09/03-09/05;久留米@09/17-09/19,,15,0,,4.2,
013058,富 弥昭,A1,89.77,小松島@08/27-08/29;高知@09/20-09/22;防府@09/29-10/01,,9,0,,4.2,
013061,小磯 知也,A3,69.00,伊東@08/27-08/29;武雄@09/09-09/11;松山@09/19-09/21,,15,0,,4.4,
013062,藤原 義浩,A3,66.33,久留米@09/05-09/07;松山@09/12-09/14,熊本,9,0,,4.6,
013063,赤松 秀展,A3,72.66,弥彦@09/02-09/04;武雄@09/16-09/18,,9,0,,4.6,
